id,date,time,competition,tournament,home_team,away_team,home_goals,away_goals,score,opponent,venue,result,played,stadium,stadium_fr,city,belgium_coach,referee,url
950,1984-06-19,20:30,UEFA European Championship,France - 1984,Belgium,Denmark,2,3,2-3,Denmark,home,L,true,Stadion De La Meinau,Stade de la Meinau,Strasbourg,Guy Thys,Adolf Prokop,https://www.rbfa.be/en/international-game/950
1709,1984-09-05,20:00,International friendly,,Belgium,Argentina,0,2,0-2,Argentina,home,L,true,Heizelstadion,Stade du Heysel,Brussel,Guy Thys,Franz Woehrer,https://www.rbfa.be/en/international-game/1709
951,1984-10-17,20:00,Qualifying round,Mexico - 1986,Belgium,Albania,3,1,3-1,Albania,home,W,true,Heizelstadion,Stade du Heysel,Brussel,Guy Thys,Arto Ravander,https://www.rbfa.be/en/international-game/951
2091,1984-12-19,00:00,Qualifying round,Mexico - 1986,Greece,Belgium,0,0,0-0,Greece,away,D,true,Oaka Spiros Louis Stadion,Stade olympique d'Athènes,Athene,Guy Thys,Heinz Fahnler,https://www.rbfa.be/en/international-game/2091
202,1984-12-22,00:00,Qualifying round,Mexico - 1986,Albania,Belgium,2,0,2-0,Albania,away,L,true,Qemal Stafa Stadion,Qemal Stafa Stadion,Tirana,Guy Thys,Victoriano Arminio Sanchez,https://www.rbfa.be/en/international-game/202
953,1985-03-27,20:00,Qualifying round,Mexico - 1986,Belgium,Greece,2,0,2-0,Greece,home,W,true,Heizelstadion,Stade du Heysel,Brussel,Guy Thys,Keith Hackett,https://www.rbfa.be/en/international-game/953
1799,1985-05-01,20:00,Qualifying round,Mexico - 1986,Belgium,Poland,2,0,2-0,Poland,home,W,true,Heizelstadion,Stade du Heysel,Brussel,Guy Thys,Malcolm Moffatt,https://www.rbfa.be/en/international-game/1799
954,1985-09-11,14:30,Qualifying round,Mexico - 1986,Poland,Belgium,0,0,0-0,Poland,away,D,true,Slaski Stadion,Slaski Stadion,Chorzow,Guy Thys,Robert Valentine,https://www.rbfa.be/en/international-game/954
1938,1985-10-16,20:00,Qualification,Mexico - 1986,Belgium,Netherlands,1,0,1-0,Netherlands,home,W,true,Constant Vanden Stock Stadion,Stade Constant Vanden Stock,Brussel,Guy Thys,Pietro D'Elia,https://www.rbfa.be/en/international-game/1938
956,1985-11-20,20:00,Qualifying round,Mexico - 1986,Netherlands,Belgium,2,1,2-1,Netherlands,away,L,true,De Kuip,De Kuip,Rotterdam,Guy Thys,Georges Courtney,https://www.rbfa.be/en/international-game/956
957,1986-02-19,20:30,International friendly,,Spain,Belgium,3,0,3-0,Spain,away,L,true,Manuel Martinez Valero,Manuel Martinez Valero,Elche,Guy Thys,Paolo Casarin,https://www.rbfa.be/en/international-game/957
958,1986-04-23,20:00,International friendly,,Belgium,Bulgaria,2,0,2-0,Bulgaria,home,W,true,Heizelstadion,Stade du Heysel,Brussel,Guy Thys,Dieter Pauly,https://www.rbfa.be/en/international-game/958
959,1986-05-19,20:00,International friendly,,Belgium,Yugoslavia,1,3,1-3,Yugoslavia,home,L,true,Heizelstadion,Stade du Heysel,Brussel,Guy Thys,Alain Delmer,https://www.rbfa.be/en/international-game/959
1380,1986-06-03,12:00,FIFA World Cup,Mexico - 1986,Belgium,Mexico,1,2,1-2,Mexico,home,L,true,Azteca 2000 Stadion,Azteca 2000 Stadion,Mexico City,Guy Thys,Carlos Esposito,https://www.rbfa.be/en/international-game/1380
960,1986-06-08,12:00,FIFA World Cup,Mexico - 1986,Iraq,Belgium,1,2,1-2,Iraq,away,W,true,La Bombonera Stadion,La Bombonera,Toluca,Guy Thys,J. Diaz Palacio,https://www.rbfa.be/en/international-game/960
2023,1986-06-11,12:00,FIFA World Cup,Mexico - 1986,Belgium,Paraguay,2,2,2-2,Paraguay,home,D,true,La Bombonera Stadion,La Bombonera,Toluca,Guy Thys,Bogdan Docsev,https://www.rbfa.be/en/international-game/2023
961,1986-06-15,16:00,FIFA World Cup,Mexico - 1986,Belgium,Soviet Union,4,3,4-3,Soviet Union,home,W,true,Nou Camp,Camp Nou,Leon,Guy Thys,Erik Fredriksson,https://www.rbfa.be/en/international-game/961
1714,1986-06-22,16:00,FIFA World Cup,Mexico - 1986,Belgium,Spain,1,1,1-1,Spain,home,W (pen),true,Cuauhtémoc Stadion,Cuauhtémoc Stadion,Puebla,Guy Thys,Siegfried Kirschen,https://www.rbfa.be/en/international-game/1714
1356,1986-06-25,16:00,FIFA World Cup,Mexico - 1986,Belgium,Argentina,0,2,0-2,Argentina,home,L,true,Azteca 2000 Stadion,Azteca 2000 Stadion,Mexico City,Guy Thys,Antonio Marquez Ramirez,https://www.rbfa.be/en/international-game/1356
7,1986-06-28,12:00,FIFA World Cup,Mexico - 1986,Belgium,France,2,4,2-4,France,home,L,true,Cuauhtémoc Stadion,Cuauhtémoc Stadion,Puebla,Guy Thys,Georges Courtney,https://www.rbfa.be/en/international-game/7
8,1986-09-10,20:00,Qualifying round,West Germany - 1988,Belgium,Republic of Ireland,2,2,2-2,Republic of Ireland,home,D,true,Heizelstadion,Stade du Heysel,Brussel,Guy Thys,Ion Igna,https://www.rbfa.be/en/international-game/8
9,1986-10-14,20:00,Qualifying round,West Germany - 1988,Luxembourg,Belgium,0,6,0-6,Luxembourg,away,W,true,Josy Barthel Stadion,Stade Josy Barthel,Luxemburg,Guy Thys,K. Czemarmazowicz,https://www.rbfa.be/en/international-game/9
10,1986-11-19,20:00,Qualifying round,West Germany - 1988,Belgium,Bulgaria,1,1,1-1,Bulgaria,home,D,true,Heizelstadion,Stade du Heysel,Brussel,Guy Thys,Victoriano Sanchez,https://www.rbfa.be/en/international-game/10
11,1987-02-04,20:00,International friendly,,Portugal,Belgium,1,0,1-0,Portugal,away,L,true,Primeiro De Maio Stadion,Primeiro De Maio Stadion,Braga,Guy Thys,Joel Quiniou,https://www.rbfa.be/en/international-game/11
1677,1987-04-01,20:00,Qualifying round,West Germany - 1988,Belgium,Scotland,4,1,4-1,Scotland,home,W,true,Constant Vanden Stock Stadion,Stade Constant Vanden Stock,Brussel,Guy Thys,Michel Vautrot,https://www.rbfa.be/en/international-game/1677
1989,1987-04-29,18:15,Qualifying round,West Germany - 1988,Republic of Ireland,Belgium,0,0,0-0,Republic of Ireland,away,D,true,Landsdowne Road Stadion,Lansdowne Road,Dublin,Guy Thys,Heinz Holzmann,https://www.rbfa.be/en/international-game/1989
29,1987-09-09,20:30,International friendly,,Netherlands,Belgium,0,0,0-0,Netherlands,away,D,true,De Kuip,De Kuip,Rotterdam,Guy Thys,Rolf Blattmann,https://www.rbfa.be/en/international-game/29
30,1987-09-23,18:00,Qualifying round,West Germany - 1988,Bulgaria,Belgium,2,0,2-0,Bulgaria,away,L,true,Vasil Levski Stadion,Vasil Levski Stadion,Sofia,Guy Thys,K.H. Tritschler,https://www.rbfa.be/en/international-game/30
31,1987-10-14,21:00,Qualifying round,West Germany - 1988,Scotland,Belgium,2,0,2-0,Scotland,away,L,true,Hampden Park,Hampden Park,Glasgow,Guy Thys,Paolo Casarin,https://www.rbfa.be/en/international-game/31
1622,1987-11-11,15:00,Qualifying round,West Germany - 1988,Belgium,Luxembourg,3,0,3-0,Luxembourg,home,W,true,Heizelstadion,Stade du Heysel,Brussel,Guy Thys,Egil Nervik,https://www.rbfa.be/en/international-game/1622
32,1988-01-19,16:45,International friendly,,Israel,Belgium,2,3,2-3,Israel,away,W,true,Ramat Gan Stadion,Ramat Gan Stadion,Tel-Aviv,Guy Thys,Antal Hutak,https://www.rbfa.be/en/international-game/32
33,1988-03-26,20:00,International friendly,,Belgium,Hungary,3,0,3-0,Hungary,home,W,true,Heizelstadion,Stade du Heysel,Brussel,Guy Thys,Heinz Holzmann,https://www.rbfa.be/en/international-game/33
34,1988-06-05,16:00,International friendly,,Denmark,Belgium,3,1,3-1,Denmark,away,L,true,Atletikstadion,Atletikstadion,Odense,Guy Thys,Kaj Natri,https://www.rbfa.be/en/international-game/34
35,1988-10-12,20:30,International friendly,,Belgium,Brazil,1,2,1-2,Brazil,home,L,true,Olympisch Stadion,Stade olympique,Antwerpen,Guy Thys,Aron Schmidhuber,https://www.rbfa.be/en/international-game/35
36,1988-10-19,20:00,Qualifying round,Italy - 1990,Belgium,Switzerland,1,0,1-0,Switzerland,home,W,true,Heizelstadion,Stade du Heysel,Brussel,Guy Thys,David Syme,https://www.rbfa.be/en/international-game/36
1485,1988-11-16,17:00,Qualifying round,Italy - 1990,Czecho-Slovakia,Belgium,0,0,0-0,Czecho-Slovakia,away,D,true,Tehelné Pole Stadion,Tehelné Pole Stadion,Bratislava,Guy Thys,Neil Midgley,https://www.rbfa.be/en/international-game/1485
1719,1989-02-15,21:30,Qualifying round,Italy - 1990,Portugal,Belgium,1,1,1-1,Portugal,away,D,true,Stadion Da Luz,Stade de la Luz,Lissabon,Guy Thys,G. Biguet,https://www.rbfa.be/en/international-game/1719
37,1989-04-29,20:00,Qualifying round,Italy - 1990,Belgium,Czecho-Slovakia,2,1,2-1,Czecho-Slovakia,home,W,true,Heizelstadion,Stade du Heysel,Brussel,Guy Thys,Emilio Soriano,https://www.rbfa.be/en/international-game/37
38,1989-05-27,19:00,International friendly,,Belgium,Yugoslavia,1,0,1-0,Yugoslavia,home,W,true,Heizelstadion,Stade du Heysel,Brussel,Guy Thys,Serge Muhmenthaler,https://www.rbfa.be/en/international-game/38
39,1989-06-01,20:30,Qualifying round,Italy - 1990,Luxembourg,Belgium,0,5,0-5,Luxembourg,away,W,true,Grimonprez-Jooris Stadion,Stade Grimonprez-Jooris,Rijsel,Guy Thys,Borislav Alexandrov,https://www.rbfa.be/en/international-game/39
41,1989-06-08,19:30,International friendly,,Canada,Belgium,0,2,0-2,Canada,away,W,true,Terry Fox Athletic Facility,Terry Fox Athletic Facility,Ottawa,Guy Thys,Adriano Brunetti,https://www.rbfa.be/en/international-game/41
42,1989-08-23,20:00,International friendly,,Belgium,Denmark,3,0,3-0,Denmark,home,W,true,Jan Breydel Stadion,Stade Jan Breydel,Brugge,Walter Meeuws,Cees Bakker,https://www.rbfa.be/en/international-game/42
1341,1989-09-06,20:00,Qualifying round,Italy - 1990,Belgium,Portugal,3,0,3-0,Portugal,home,W,true,Heizelstadion,Stade du Heysel,Brussel,Walter Meeuws,Alexei Spirin,https://www.rbfa.be/en/international-game/1341
1836,1989-10-11,20:15,Qualifying round,Italy - 1990,Switzerland,Belgium,2,2,2-2,Switzerland,away,D,true,St. Jakob-Park,Parc Saint-Jacques,Bazel,Walter Meeuws,L. Hartmann,https://www.rbfa.be/en/international-game/1836
43,1989-10-25,20:00,Qualifying round,Italy - 1990,Belgium,Luxembourg,1,1,1-1,Luxembourg,home,D,true,Heizelstadion,Stade du Heysel,Brussel,Walter Meeuws,Gudmundur Haraldsson,https://www.rbfa.be/en/international-game/43
1874,1990-01-17,16:00,International friendly,,Greece,Belgium,2,0,2-0,Greece,away,L,true,Oaka Spiros Louis Stadion,Stade olympique d'Athènes,Athene,Walter Meeuws,Pietro D'Elia,https://www.rbfa.be/en/international-game/1874
44,1990-02-21,20:00,International friendly,,Belgium,Sweden,0,0,0-0,Sweden,home,D,true,Heizelstadion,Stade du Heysel,Brussel,Walter Meeuws,Friedrich Kaupe,https://www.rbfa.be/en/international-game/44
45,1990-05-26,19:00,International friendly,,Belgium,Romania,2,2,2-2,Romania,home,D,true,Heizelstadion,Stade du Heysel,Brussel,Guy Thys,Alain Delmer,https://www.rbfa.be/en/international-game/45
46,1990-06-02,20:00,International friendly,,Belgium,Mexico,3,0,3-0,Mexico,home,W,true,Heizelstadion,Stade du Heysel,Brussel,Guy Thys,Jan Damgaard,https://www.rbfa.be/en/international-game/46
47,1990-06-06,20:00,International friendly,,Belgium,Poland,1,1,1-1,Poland,home,D,true,Heizelstadion,Stade du Heysel,Brussel,Guy Thys,Roger Philippi,https://www.rbfa.be/en/international-game/47
2029,1990-06-12,17:00,FIFA World Cup,Italy - 1990,Belgium,Korea Republic,2,0,2-0,Korea Republic,home,W,true,Marc'Antonio Bentegodi Stadion,Marc'Antonio Bentegodi Stadion,Verona,Guy Thys,Vincent Mauro,https://www.rbfa.be/en/international-game/2029
1720,1990-06-17,21:00,FIFA World Cup,Italy - 1990,Belgium,Uruguay,3,1,3-1,Uruguay,home,W,true,Marc'Antonio Bentegodi Stadion,Marc'Antonio Bentegodi Stadion,Verona,Guy Thys,Siegfried Kirschen,https://www.rbfa.be/en/international-game/1720
1386,1990-06-21,17:00,FIFA World Cup,Italy - 1990,Belgium,Spain,1,2,1-2,Spain,home,L,true,Marc'Antonio Bentegodi Stadion,Marc'Antonio Bentegodi Stadion,Verona,Guy Thys,Carlos Loustau Juan,https://www.rbfa.be/en/international-game/1386
48,1990-06-26,21:00,FIFA World Cup,Italy - 1990,Belgium,England,0,1,0-1,England,home,L,true,Renato Dall'Ara Stadion,Stade Renato-Dall'Ara,Bologna,Guy Thys,Peter Mikkelsen,https://www.rbfa.be/en/international-game/48
49,1990-09-12,20:00,International friendly,,Belgium,GDR,0,2,0-2,GDR,home,L,true,Constant Vanden Stock Stadion,Stade Constant Vanden Stock,Brussel,Guy Thys,J. Blankenstein,https://www.rbfa.be/en/international-game/49
50,1990-10-17,20:30,Preliminary round,Sweden - 1992,Wales,Belgium,3,1,3-1,Wales,away,L,true,Millennium Stadion,Millennium Stadium,Cardiff,Guy Thys,Kurt Rothlisberger,https://www.rbfa.be/en/international-game/50
223,1991-02-13,20:15,International friendly,,Italy,Belgium,0,0,0-0,Italy,away,D,true,Libero Liberati,Libero Liberati,Bari,Guy Thys,M. Zakestidis,https://www.rbfa.be/en/international-game/223
1708,1991-02-27,20:00,UEFA EC Qualifiers,Sweden - 1992,Belgium,Luxembourg,3,0,3-0,Luxembourg,home,W,true,Constant Vanden Stock Stadion,Stade Constant Vanden Stock,Brussel,Guy Thys,Loizos Loizou,https://www.rbfa.be/en/international-game/1708
237,1991-03-27,20:00,UEFA EC Qualifiers,Sweden - 1992,Belgium,Wales,1,1,1-1,Wales,home,D,true,Constant Vanden Stock Stadion,Stade Constant Vanden Stock,Brussel,Guy Thys,E. Aladren,https://www.rbfa.be/en/international-game/237
51,1991-05-01,18:15,UEFA EC Qualifiers,Sweden - 1992,Germany,Belgium,1,0,1-0,Germany,away,L,true,De Hanovre,De Hanovre,Hanovre,Guy Thys,zoran Petrovic,https://www.rbfa.be/en/international-game/51
52,1991-09-11,20:00,Preliminary round,Sweden - 1992,Luxembourg,Belgium,0,2,0-2,Luxembourg,away,W,true,Josy Barthel Stadion,Stade Josy Barthel,Luxemburg,Paul Van Himst,Remi Harrel,https://www.rbfa.be/en/international-game/52
2156,1991-10-09,20:00,International friendly,,Hungary,Belgium,0,2,0-2,Hungary,away,W,true,Sostoi,Sostoi,Szekesfehervar,Paul Van Himst,Ben Itzhak,https://www.rbfa.be/en/international-game/2156
1623,1991-11-20,20:00,Preliminary round,Sweden - 1992,Belgium,Germany,0,1,0-1,Germany,home,L,true,Constant Vanden Stock Stadion,Stade Constant Vanden Stock,Brussel,Paul Van Himst,Tullio Lanese,https://www.rbfa.be/en/international-game/1623
1678,1992-02-26,19:00,International friendly,,Tunisia,Belgium,2,1,2-1,Tunisia,away,L,true,Olympic El Mensah,Olympic El Mensah,Tunis,Paul Van Himst,Naciri Abdelani,https://www.rbfa.be/en/international-game/1678
53,1992-03-25,20:45,International friendly,,France,Belgium,3,3,3-3,France,away,D,true,Parc Des Princes,Parc des Princes,Parijs,Paul Van Himst,Philip Don,https://www.rbfa.be/en/international-game/53
54,1992-04-22,20:00,Preliminary round,Usa - 1994,Belgium,Cyprus,1,0,1-0,Cyprus,home,W,true,Constant Vanden Stock Stadion,Stade Constant Vanden Stock,Brussel,Paul Van Himst,Manuel Diaz Vega,https://www.rbfa.be/en/international-game/54
1365,1992-06-03,19:00,Preliminary round,Usa - 1994,Faroe Islands,Belgium,0,3,0-3,Faroe Islands,away,W,true,De Feroyar,De Feroyar,Toftir,Paul Van Himst,Leslie Mottram,https://www.rbfa.be/en/international-game/1365
2,1992-09-02,18:00,Preliminary round,Usa - 1994,Czecho-Slovakia,Belgium,1,2,1-2,Czecho-Slovakia,away,W,true,Sparta Praha Stadium,Sparta Praha Stadium,Praha,Paul Van Himst,Kurt Rothlisberger,https://www.rbfa.be/en/international-game/2
3,1992-10-14,20:00,Preliminary round,Usa - 1994,Belgium,Romania,1,0,1-0,Romania,home,W,true,Constant Vanden Stock Stadion,Stade Constant Vanden Stock,Brussel,Paul Van Himst,Pier-Luigi Pairetto,https://www.rbfa.be/en/international-game/3
4,1992-11-18,20:00,Preliminary round,Usa - 1994,Belgium,Wales,2,0,2-0,Wales,home,W,true,Constant Vanden Stock Stadion,Stade Constant Vanden Stock,Brussel,Paul Van Himst,Jan Damgaard,https://www.rbfa.be/en/international-game/4
1716,1993-02-13,18:00,Preliminary round,Usa - 1994,Cyprus,Belgium,0,3,0-3,Cyprus,away,W,true,Makarion Centre,Makarion Centre,Nicosia,Paul Van Himst,P. Ceccarini,https://www.rbfa.be/en/international-game/1716
5,1993-03-31,20:30,Preliminary round,Usa - 1994,Wales,Belgium,2,0,2-0,Wales,away,L,true,Arms Park,Arms Park,Cardiff,Paul Van Himst,Aron Schmidhuber,https://www.rbfa.be/en/international-game/5
6,1993-05-22,19:30,Preliminary round,Usa - 1994,Belgium,Faroe Islands,3,0,3-0,Faroe Islands,home,W,true,Constant Vanden Stock Stadion,Stade Constant Vanden Stock,Brussel,Paul Van Himst,B. Shorte,https://www.rbfa.be/en/international-game/6
236,1993-10-06,20:00,International friendly,,Belgium,Gabon,2,1,2-1,Gabon,home,W,true,Constant Vanden Stock Stadion,Stade Constant Vanden Stock,Brussel,Paul Van Himst,Friedrich Kaupe,https://www.rbfa.be/en/international-game/236
203,1993-10-13,19:00,Preliminary round,Usa - 1994,Romania,Belgium,2,1,2-1,Romania,away,L,true,Steua Bucarest,Steua Bucarest,Boekarest,Paul Van Himst,Sandor Puhl,https://www.rbfa.be/en/international-game/203
1383,1993-11-17,20:15,Preliminary round,Usa - 1994,Belgium,Czecho-Slovakia,0,0,0-0,Czecho-Slovakia,home,D,true,Koning Boudewijnstadion,Stade Roi Baudouin,Brussel,Paul Van Himst,Helmutt Krug Heinz,https://www.rbfa.be/en/international-game/1383
1363,1994-02-16,18:00,International friendly,,Malta,Belgium,1,0,1-0,Malta,away,L,true,Ta' Qali,Ta' Qali,La Valetta,Paul Van Himst,Angelo Amendolia,https://www.rbfa.be/en/international-game/1363
1871,1994-06-03,19:00,International friendly,,Belgium,Zambia,9,0,9-0,Zambia,home,W,true,Heizelstadion,Stade du Heysel,Brussel,Paul Van Himst,Hugh Dallas,https://www.rbfa.be/en/international-game/1871
1385,1994-06-08,20:00,International friendly,,Belgium,Hungary,3,1,3-1,Hungary,home,W,true,Koning Boudewijnstadion,Stade Roi Baudouin,Brussel,Paul Van Himst,Z. Przesmycki,https://www.rbfa.be/en/international-game/1385
1581,1994-06-19,12:30,FIFA World Cup,Usa - 1994,Belgium,Morocco,1,0,1-0,Morocco,home,W,true,Citrus Bowl,Citrus Bowl,Orlando,Paul Van Himst,José Torres Cadena,https://www.rbfa.be/en/international-game/1581
28,1994-06-25,12:30,FIFA World Cup,Usa - 1994,Belgium,Netherlands,1,0,1-0,Netherlands,home,W,true,Citrus Bowl,Citrus Bowl,Orlando,Paul Van Himst,Renato Marsiglia,https://www.rbfa.be/en/international-game/28
1879,1994-06-29,12:30,FIFA World Cup,Usa - 1994,Belgium,Saudi Arabia,0,1,0-1,Saudi Arabia,home,L,true,Robert F. Kennedy,Robert F. Kennedy,Washington,Paul Van Himst,Helmutt Krug Heinz,https://www.rbfa.be/en/international-game/1879
1313,1994-07-02,12:00,FIFA World Cup,Usa - 1994,Germany,Belgium,3,2,3-2,Germany,away,L,true,Soldier Field,Soldier Field,Chicago,Paul Van Himst,Kurt Rothlisberger,https://www.rbfa.be/en/international-game/1313
1834,1994-09-07,20:15,Preliminary round,England - 1996,Belgium,Armenia,2,0,2-0,Armenia,home,W,true,Constant Vanden Stock Stadion,Stade Constant Vanden Stock,Brussel,Paul Van Himst,John Ferry,https://www.rbfa.be/en/international-game/1834
106,1994-10-12,19:15,Preliminary round,England - 1996,Denmark,Belgium,3,1,3-1,Denmark,away,L,true,Parken Stadion,Stade Parken,Kopenhagen,Paul Van Himst,Pier-Luigi Pairetto,https://www.rbfa.be/en/international-game/106
107,1994-11-16,20:15,Preliminary round,England - 1996,Belgium,North Macedonia,1,1,1-1,North Macedonia,home,D,true,Constant Vanden Stock Stadion,Stade Constant Vanden Stock,Brussel,Paul Van Himst,Serguei Khussainov,https://www.rbfa.be/en/international-game/107
108,1994-12-17,20:30,Preliminary round,England - 1996,Belgium,Spain,1,4,1-4,Spain,home,L,true,Constant Vanden Stock Stadion,Stade Constant Vanden Stock,Brussel,Paul Van Himst,Ahmet Cakar,https://www.rbfa.be/en/international-game/108
82,1995-03-29,21:30,Preliminary round,England - 1996,Spain,Belgium,1,1,1-1,Spain,away,D,true,Benito Villamarin,Benito Villamarin,Sevilla,Paul Van Himst,Remi Harrel,https://www.rbfa.be/en/international-game/82
56,1995-04-22,19:30,International friendly,,Belgium,USA,1,0,1-0,USA,home,W,true,Edmond Machtensstadion,Stade Edmond Machtens,Brussel,Paul Van Himst,Michel Zen-Ruffinen,https://www.rbfa.be/en/international-game/56
57,1995-04-26,20:15,Preliminary round,England - 1996,Belgium,Cyprus,2,0,2-0,Cyprus,home,W,true,Constant Vanden Stock Stadion,Stade Constant Vanden Stock,Brussel,Paul Van Himst,D. Elleray,https://www.rbfa.be/en/international-game/57
58,1995-06-07,20:00,Preliminary round,England - 1996,North Macedonia,Belgium,0,5,0-5,North Macedonia,away,W,true,National Arena Filip 2 Macedonian,National Arena Filip 2 Macedonian,Skopje,Paul Van Himst,Ryszard Wojcik,https://www.rbfa.be/en/international-game/58
59,1995-08-23,20:30,International friendly,,Belgium,Germany,1,2,1-2,Germany,home,L,true,Koning Boudewijnstadion,Stade Roi Baudouin,Brussel,Paul Van Himst,Mario Van Den Ende,https://www.rbfa.be/en/international-game/59
60,1995-09-06,20:15,Preliminary round,England - 1996,Belgium,Denmark,1,3,1-3,Denmark,home,L,true,Koning Boudewijnstadion,Stade Roi Baudouin,Brussel,Paul Van Himst,Vadim Zhuk,https://www.rbfa.be/en/international-game/60
1342,1995-10-07,20:00,Preliminary round,England - 1996,Armenia,Belgium,0,2,0-2,Armenia,away,W,true,Hrazdan Central Stadion,Hrazdan Central Stadion,Yerevan,Paul Van Himst,Emilov Mitchev Mitko,https://www.rbfa.be/en/international-game/1342
61,1995-11-15,19:00,Preliminary round,England - 1996,Cyprus,Belgium,1,1,1-1,Cyprus,away,D,true,Tsirion Athletic Centre,Tsirion Athletic Centre,Limassol,Paul Van Himst,Graziano Cesari,https://www.rbfa.be/en/international-game/61
1849,1996-03-27,20:45,International friendly,,Belgium,France,0,2,0-2,France,home,L,true,Koning Boudewijnstadion,Stade Roi Baudouin,Brussel,Paul Van Himst,Fritz Stuchlik,https://www.rbfa.be/en/international-game/1849
62,1996-04-24,20:00,International friendly,,Belgium,Russia,0,0,0-0,Russia,home,D,true,Koning Boudewijnstadion,Stade Roi Baudouin,Brussel,Wilfried Van Moer,Graziano Cesari,https://www.rbfa.be/en/international-game/62
1721,1996-05-29,20:45,International friendly,,Italy,Belgium,2,2,2-2,Italy,away,D,true,Giovanni Zini,Giovanni Zini,Cremona,Wilfried Van Moer,Kurt Zuppinger,https://www.rbfa.be/en/international-game/1721
63,1996-08-31,20:30,Preliminary round,France - 1998,Belgium,Turkey,2,1,2-1,Turkey,home,W,true,Koning Boudewijnstadion,Stade Roi Baudouin,Brussel,Wilfried Van Moer,D. Elleray,https://www.rbfa.be/en/international-game/63
64,1996-10-09,20:30,Preliminary round,France - 1998,San Marino,Belgium,0,3,0-3,San Marino,away,W,true,Di Serravalle,Di Serravalle,Serravalle,Wilfried Van Moer,Gevork Oganessian,https://www.rbfa.be/en/international-game/64
65,1996-12-14,20:00,Preliminary round,France - 1998,Belgium,Netherlands,0,3,0-3,Netherlands,home,L,true,Koning Boudewijnstadion,Stade Roi Baudouin,Brussel,Wilfried Van Moer,Pier-Luigi Pairetto,https://www.rbfa.be/en/international-game/65
1875,1997-02-11,19:00,International friendly,,Northern Ireland,Belgium,3,0,3-0,Northern Ireland,away,L,true,Windsor Park,Windsor Park,Belfast,Georges Leekens,John Rowbotham,https://www.rbfa.be/en/international-game/1875
66,1997-03-29,19:00,Preliminary round,France - 1998,Wales,Belgium,1,2,1-2,Wales,away,W,true,National Ground,National Ground,Cardiff,Georges Leekens,Christer Faellstrom,https://www.rbfa.be/en/international-game/66
238,1997-04-30,20:30,Preliminary round,France - 1998,Turkey,Belgium,1,3,1-3,Turkey,away,W,true,Ali Sami Yen,Ali Sami Yen,Istanbul,Georges Leekens,Bernd Heynemann,https://www.rbfa.be/en/international-game/238
67,1997-06-07,20:00,Preliminary round,France - 1998,Belgium,San Marino,6,0,6-0,San Marino,home,W,true,Koning Boudewijnstadion,Stade Roi Baudouin,Brussel,Georges Leekens,Pavlin Jirku,https://www.rbfa.be/en/international-game/67
68,1997-09-06,20:00,Preliminary round,France - 1998,Netherlands,Belgium,3,1,3-1,Netherlands,away,L,true,De Kuip,De Kuip,Rotterdam,Georges Leekens,Kim Milton Nielsen,https://www.rbfa.be/en/international-game/68
2157,1997-10-11,20:00,Preliminary round,France - 1998,Belgium,Wales,3,2,3-2,Wales,home,W,true,Koning Boudewijnstadion,Stade Roi Baudouin,Brussel,Georges Leekens,Vitor Melo Pereira,https://www.rbfa.be/en/international-game/2157
69,1997-10-29,19:30,Play-offs,France - 1998,Republic of Ireland,Belgium,1,1,1-1,Republic of Ireland,away,D,true,Landsdowne Road,Lansdowne Road,Dublin,Georges Leekens,Laszlo Wagner,https://www.rbfa.be/en/international-game/69
1710,1997-11-15,20:00,Play-offs,France - 1998,Belgium,Republic of Ireland,2,1,2-1,Republic of Ireland,home,W,true,Koning Boudewijnstadion,Stade Roi Baudouin,Brussel,Georges Leekens,Gunter Benko,https://www.rbfa.be/en/international-game/1710
2030,1998-02-25,20:00,International friendly,,Belgium,USA,2,0,2-0,USA,home,W,true,Koning Boudewijnstadion,Stade Roi Baudouin,Brussel,Georges Leekens,Philippe Kalt,https://www.rbfa.be/en/international-game/2030
70,1998-03-25,20:00,International friendly,,Belgium,Norway,2,2,2-2,Norway,home,D,true,Koning Boudewijnstadion,Stade Roi Baudouin,Brussel,Georges Leekens,Hans-Jurgen Weber,https://www.rbfa.be/en/international-game/70
71,1998-04-22,20:00,International friendly,,Belgium,Romania,1,1,1-1,Romania,home,D,true,Koning Boudewijnstadion,Stade Roi Baudouin,Brussel,Georges Leekens,Morgan Norman,https://www.rbfa.be/en/international-game/71
1722,1998-05-27,18:45,Friendly tournament,,France,Belgium,1,0,1-0,France,away,L,true,Mohamed V,Mohamed V,Casablanca,Georges Leekens,Mohammed Guezzaz,https://www.rbfa.be/en/international-game/1722
1387,1998-05-29,17:30,Friendly tournament,,Belgium,England,0,0,0-0,England,home,W (pen),true,Mohamed V,Mohamed V,Casablanca,Georges Leekens,Abderrahim El Arjoune,https://www.rbfa.be/en/international-game/1387
1343,1998-06-03,20:15,International friendly,,Belgium,Colombia,2,0,2-0,Colombia,home,W,true,Koning Boudewijnstadion,Stade Roi Baudouin,Brussel,Georges Leekens,Stefan Ormandjiev,https://www.rbfa.be/en/international-game/1343
72,1998-06-06,20:15,International friendly,,Belgium,Paraguay,1,0,1-0,Paraguay,home,W,true,Koning Boudewijnstadion,Stade Roi Baudouin,Brussel,Georges Leekens,William Clarck Kenneth,https://www.rbfa.be/en/international-game/72
